date;ticker;stock;close;high;low;open;price_change;volume;volume_dollars
2005-07-05;'000003;Ｂ股指数;63.041000000000004;63.11;62.63399999999999;63.088;0.059;126644;38744173.0
2005-07-04;'000003;Ｂ股指数;62.982;64.11399999999999;62.302;64.11399999999999;-1.053;181638;47592002.0
2005-07-01;'000003;Ｂ股指数;64.035;65.421;63.911;65.421;-1.269;147779;38890276.0
2005-06-30;'000003;Ｂ股指数;65.304;66.255;65.065;66.173;-0.914;111669;33341126.0
2005-06-29;'000003;Ｂ股指数;66.218;66.538;66.119;66.449;-0.167;96873;31516746.0
2005-06-28;'000003;Ｂ股指数;66.385;67.76100000000001;66.219;67.76100000000001;-1.231;119045;38663837.0
2005-06-27;'000003;Ｂ股指数;67.616;68.118;66.20100000000001;66.20100000000001;1.422;260082;89004944.0
2005-06-24;'000003;Ｂ股指数;66.194;66.22399999999999;65.328;65.667;0.461;114179;33653526.0
2005-06-23;'000003;Ｂ股指数;65.733;66.245;65.548;66.2;-0.475;112037;33281352.0
2005-06-22;'000003;Ｂ股指数;66.208;66.53699999999999;65.559;66.53699999999999;-0.285;89209;30721515.0
2005-06-21;'000003;Ｂ股指数;66.493;67.085;66.236;66.736;-0.218;160761;48804962.0
2005-06-20;'000003;Ｂ股指数;66.711;66.75;64.189;64.828;1.873;191671;64532381.0
2005-06-17;'000003;Ｂ股指数;64.83800000000001;66.638;64.68;66.306;-1.374;197356;72884095.0
2005-06-16;'000003;Ｂ股指数;66.212;66.577;65.533;66.089;0.013;165821;58599710.0
2005-06-15;'000003;Ｂ股指数;66.199;67.53399999999999;66.041;67.53399999999999;-1.339;206970;53717447.0
2005-06-14;'000003;Ｂ股指数;67.538;69.134;67.492;68.536;-0.999;182181;46226961.0
2005-06-13;'000003;Ｂ股指数;68.53699999999999;68.891;67.605;68.705;-0.48;201547;51280896.0
2005-06-10;'000003;Ｂ股指数;69.017;70.211;68.507;70.077;-1.084;279823;75247600.0
2005-06-09;'000003;Ｂ股指数;70.101;70.908;69.419;69.992;0.292;456617;127809350.0
2005-06-08;'000003;Ｂ股指数;69.809;69.941;64.317;64.317;4.697;708336;213170973.0
2005-06-07;'000003;Ｂ股指数;65.112;66.53699999999999;64.972;64.972;0.333;275472;85017225.0
2005-06-06;'000003;Ｂ股指数;64.779;64.918;63.272;63.568000000000005;1.08;195655;66222276.0
2005-06-03;'000003;Ｂ股指数;63.699;63.937;63.055;63.765;0.026;258526;64777035.0
2005-06-02;'000003;Ｂ股指数;63.673;66.077;62.934;66.043;-2.314;260925;78082866.0
2005-06-01;'000003;Ｂ股指数;65.987;67.206;65.888;67.15899999999999;-1.201;93746;30041268.0
2005-05-31;'000003;Ｂ股指数;67.188;67.38;66.712;66.851;0.324;139129;43361591.0
2005-05-30;'000003;Ｂ股指数;66.86399999999999;66.983;65.898;66.84899999999999;0.046;113507;37571759.0
2005-05-27;'000003;Ｂ股指数;66.818;67.89399999999999;66.548;67.348;-0.487;129322;41010623.0
2005-05-26;'000003;Ｂ股指数;67.305;68.02199999999999;67.142;67.76899999999999;-0.53;95077;24815355.0
2005-05-25;'000003;Ｂ股指数;67.835;68.368;67.363;68.21;-0.436;131275;40166596.0
2005-05-24;'000003;Ｂ股指数;68.271;68.40899999999999;66.844;67.086;1.136;171495;55163612.0
2005-05-23;'000003;Ｂ股指数;67.135;69.294;67.001;69.294;-2.278;139993;40258322.0
2005-05-20;'000003;Ｂ股指数;69.413;69.903;69.369;69.79;-0.361;80409;26496107.0
2005-05-19;'000003;Ｂ股指数;69.774;69.803;69.12899999999999;69.52199999999999;0.2;103235;38283176.0
2005-05-18;'000003;Ｂ股指数;69.574;69.882;68.983;69.605;-0.035;196147;70469246.0
2005-05-17;'000003;Ｂ股指数;69.609;70.265;68.346;68.564;1.05;207291;67868345.0
2005-05-16;'000003;Ｂ股指数;68.559;70.001;68.384;69.95;-1.409;128963;45644310.0
2005-05-13;'000003;Ｂ股指数;69.968;70.624;69.241;69.721;0.212;163715;60517275.0
2005-05-12;'000003;Ｂ股指数;69.756;70.501;69.332;70.501;-0.823;139788;42124151.0
2005-05-11;'000003;Ｂ股指数;70.579;71.945;70.497;71.631;-0.986;175457;66425685.0
2005-05-10;'000003;Ｂ股指数;71.565;71.587;69.381;71.361;0.105;240562;79592951.0
2005-05-09;'000003;Ｂ股指数;71.46;75.455;71.344;75.193;-3.803;264886;103129092.0
2005-04-29;'000003;Ｂ股指数;75.263;76.416;74.852;76.399;-1.264;402626;148318122.0
2005-04-28;'000003;Ｂ股指数;76.527;76.66;74.57;75.486;0.882;405761;128646969.0
2005-04-27;'000003;Ｂ股指数;75.645;77.518;75.62;77.282;-1.673;366858;103506723.0
2005-04-26;'000003;Ｂ股指数;77.318;77.57600000000001;76.57600000000001;76.771;0.558;238707;78749588.0
2005-04-25;'000003;Ｂ股指数;76.76;77.839;76.37;77.839;-1.175;209012;66581492.0
2005-04-22;'000003;Ｂ股指数;77.935;78.508;77.743;78.185;-0.407;263273;87175691.0
2005-04-21;'000003;Ｂ股指数;78.342;79.314;78.145;78.938;-0.773;209763;71451871.0
2005-04-20;'000003;Ｂ股指数;79.115;79.73100000000001;78.875;79.62899999999999;-0.489;178849;72678631.0
2005-04-19;'000003;Ｂ股指数;79.604;79.936;79.137;79.518;-0.03;147910;53890664.0
2005-04-18;'000003;Ｂ股指数;79.634;80.801;79.33;80.709;-1.319;203016;71697542.0
2005-04-15;'000003;Ｂ股指数;80.953;81.544;80.699;81.544;-0.65;276474;113833867.0
2005-04-14;'000003;Ｂ股指数;81.60300000000001;82.887;81.49;82.49799999999999;-0.873;215674;81437342.0
2005-04-13;'000003;Ｂ股指数;82.476;83.083;81.361;81.361;1.819;373343;131597155.0
2005-04-12;'000003;Ｂ股指数;80.657;82.43700000000001;80.624;82.43700000000001;-1.919;269875;107864851.0
2005-04-11;'000003;Ｂ股指数;82.57600000000001;83.635;82.345;83.22;-0.663;373347;151839775.0
2005-04-08;'000003;Ｂ股指数;83.23899999999999;83.31200000000001;81.83;82.24799999999999;1.056;338484;116850679.0
2005-04-07;'000003;Ｂ股指数;82.18299999999999;83.152;80.783;80.783;1.47;612693;226213213.0
2005-04-06;'000003;Ｂ股指数;80.71300000000001;80.751;78.794;78.91;1.765;420386;157345540.0
2005-04-05;'000003;Ｂ股指数;78.94800000000001;79.52199999999999;78.811;79.264;-0.399;258930;94694951.0
2005-04-04;'000003;Ｂ股指数;79.347;79.579;78.444;79.40100000000001;-0.512;304652;127563292.0
2005-04-01;'000003;Ｂ股指数;79.859;80.14399999999999;77.023;77.172;2.635;454054;166053257.0
2005-03-31;'000003;Ｂ股指数;77.22399999999999;77.271;76.418;76.873;0.309;271547;115474261.0
2005-03-30;'000003;Ｂ股指数;76.915;78.021;76.843;77.902;-1.117;226969;83999411.0
2005-03-29;'000003;Ｂ股指数;78.032;78.661;77.584;77.688;0.257;212642;83562122.0
2005-03-28;'000003;Ｂ股指数;77.775;78.003;76.817;78.003;-0.259;163246;55922829.0
2005-03-25;'000003;Ｂ股指数;78.03399999999999;78.742;77.85300000000001;78.628;-0.779;133282;55209334.0
2005-03-24;'000003;Ｂ股指数;78.813;78.845;77.249;78.395;0.531;225256;102896357.0
2005-03-23;'000003;Ｂ股指数;78.282;79.203;77.711;77.866;0.324;270797;117048121.0
2005-03-22;'000003;Ｂ股指数;77.958;79.541;77.89399999999999;79.541;-1.528;383103;155937922.0
2005-03-21;'000003;Ｂ股指数;79.486;79.62899999999999;78.695;79.473;-0.007;272287;111993973.0
2005-03-18;'000003;Ｂ股指数;79.493;80.881;79.469;80.705;-1.246;266090;114466104.0
2005-03-17;'000003;Ｂ股指数;80.73899999999999;81.543;80.469;80.993;-0.247;321247;152074559.0
2005-03-16;'000003;Ｂ股指数;80.986;81.44800000000001;80.525;81.44800000000001;-0.427;213076;85820665.0
2005-03-15;'000003;Ｂ股指数;81.413;82.652;81.32;82.43299999999999;-1.061;251073;99456407.0
2005-03-14;'000003;Ｂ股指数;82.47399999999999;83.085;81.268;82.512;-0.036;338686;142969887.0
2005-03-11;'000003;Ｂ股指数;82.51;82.79700000000001;81.993;82.24700000000001;0.257;227422;79269448.0
2005-03-10;'000003;Ｂ股指数;82.25299999999999;84.215;82.008;84.2;-1.73;338574;120841915.0
2005-03-09;'000003;Ｂ股指数;83.98299999999999;84.02;83.29299999999999;83.29299999999999;0.899;348349;132133644.0
2005-03-08;'000003;Ｂ股指数;83.084;83.11200000000001;81.862;81.862;1.197;331843;124389058.0
2005-03-07;'000003;Ｂ股指数;81.887;82.272;81.571;82.085;-0.026;201007;81538809.0
2005-03-04;'000003;Ｂ股指数;81.913;82.801;81.77199999999999;82.571;-0.613;227350;88230442.0
2005-03-03;'000003;Ｂ股指数;82.52600000000001;82.53399999999999;80.883;81.26100000000001;1.281;293677;113882022.0
2005-03-02;'000003;Ｂ股指数;81.245;82.70700000000001;81.176;81.637;-0.466;281281;100154611.0
2005-03-01;'000003;Ｂ股指数;81.711;81.738;80.812;81.396;0.248;239451;96190255.0
2005-02-28;'000003;Ｂ股指数;81.46300000000001;82.656;81.227;82.448;-1.061;373523;149819319.0
2005-02-25;'000003;Ｂ股指数;82.524;83.289;81.04;81.066;1.511;536407;200366073.0
2005-02-24;'000003;Ｂ股指数;81.013;81.23899999999999;80.436;81.23899999999999;-0.009;208186;83320281.0
2005-02-23;'000003;Ｂ股指数;81.02199999999999;81.59899999999999;80.65899999999999;81.039;0.038;369451;143938922.0
2005-02-22;'000003;Ｂ股指数;80.984;81.139;78.206;78.206;2.863;510524;208962941.0
2005-02-21;'000003;Ｂ股指数;78.12100000000001;78.157;77.12100000000001;77.251;0.933;177022;66577021.0
2005-02-18;'000003;Ｂ股指数;77.188;77.77;77.072;77.533;-0.388;99747;38515269.0
2005-02-17;'000003;Ｂ股指数;77.57600000000001;77.69;76.96;77.507;0.157;142051;54463828.0
2005-02-16;'000003;Ｂ股指数;77.419;78.541;77.29899999999999;78.07300000000001;-0.223;270307;110428350.0
2005-02-04;'000003;Ｂ股指数;77.642;77.715;75.744;76.03;1.626;261619;93917897.0
2005-02-03;'000003;Ｂ股指数;76.016;76.87;75.403;76.28399999999999;-0.099;337566;153937348.0
2005-02-02;'000003;Ｂ股指数;76.115;76.226;72.42;72.42;3.699;295760;93228968.0
2005-02-01;'000003;Ｂ股指数;72.416;74.586;72.308;74.081;-1.768;170942;49760267.0
2005-01-31;'000003;Ｂ股指数;74.184;75.92;74.058;75.85;-1.831;144415;39133616.0
2005-01-28;'000003;Ｂ股指数;76.015;76.622;75.814;76.564;-0.609;78952;26015754.0
2005-01-27;'000003;Ｂ股指数;76.624;77.42399999999999;76.502;77.42399999999999;-0.688;84087;25877539.0
2005-01-26;'000003;Ｂ股指数;77.312;78.263;77.045;77.827;-0.989;106781;36426926.0
2005-01-25;'000003;Ｂ股指数;78.301;78.817;77.969;78.817;-0.611;128804;46891138.0
2005-01-24;'000003;Ｂ股指数;78.91199999999999;79.07;78.02199999999999;78.354;1.683;226841;77673162.0
2005-01-21;'000003;Ｂ股指数;77.229;77.298;75.369;76.318;0.862;177719;52670075.0
2005-01-20;'000003;Ｂ股指数;76.367;76.545;76.097;76.532;-0.295;115612;34850611.0
2005-01-19;'000003;Ｂ股指数;76.66199999999999;76.99;76.348;76.99;-0.534;154238;39039959.0
2005-01-18;'000003;Ｂ股指数;77.196;77.223;76.48;76.905;0.394;77367;22927479.0
2005-01-17;'000003;Ｂ股指数;76.80199999999999;78.01899999999999;76.31;78.01899999999999;-0.992;129616;37461804.0
2005-01-14;'000003;Ｂ股指数;77.794;78.719;77.63;78.438;-0.645;95092;31549806.0
2005-01-13;'000003;Ｂ股指数;78.439;78.45;77.971;78.00399999999999;0.285;77577;23691701.0
2005-01-12;'000003;Ｂ股指数;78.154;78.344;77.555;78.31;-0.164;71384;23511160.0
2005-01-11;'000003;Ｂ股指数;78.318;78.693;77.949;78.347;-0.16;102761;33995570.0
2005-01-10;'000003;Ｂ股指数;78.47800000000001;78.501;77.82;78.457;-0.075;93131;32847808.0
2005-01-07;'000003;Ｂ股指数;78.553;79.111;77.848;78.279;0.222;174728;62043207.0
2005-01-06;'000003;Ｂ股指数;78.331;78.42;76.727;77.251;1.034;121186;41740614.0
2005-01-05;'000003;Ｂ股指数;77.297;77.464;75.42399999999999;75.462;2.007;159798;50074029.0
2005-01-04;'000003;Ｂ股指数;75.29;75.556;74.793;75.556;-0.362;101935;31124489.0
2004-12-31;'000003;Ｂ股指数;75.652;79.126;75.46300000000001;79.014;-3.372;214793;74006729.0
2004-12-30;'000003;Ｂ股指数;79.024;79.38600000000001;78.845;79.38600000000001;-0.352;66181;22432353.0
2004-12-29;'000003;Ｂ股指数;79.376;79.668;79.219;79.34899999999999;-0.197;56602;20328625.0
2004-12-28;'000003;Ｂ股指数;79.57300000000001;79.72;79.275;79.699;-0.034;62690;21872942.0
2004-12-27;'000003;Ｂ股指数;79.607;79.92;79.266;79.896;-0.25;55602;19936644.0
2004-12-24;'000003;Ｂ股指数;79.857;80.107;79.57300000000001;79.968;0.125;66306;25061108.0
2004-12-23;'000003;Ｂ股指数;79.732;80.955;79.54;80.955;-0.864;78121;28272379.0
2004-12-22;'000003;Ｂ股指数;80.596;80.642;78.768;78.768;1.764;133380;41917638.0
2004-12-21;'000003;Ｂ股指数;78.832;79.227;78.60300000000001;78.822;-0.018;68058;23588718.0
2004-12-20;'000003;Ｂ股指数;78.85;79.86399999999999;78.667;79.86399999999999;-1.03;95979;35778859.0
2004-12-17;'000003;Ｂ股指数;79.88;80.515;79.781;80.506;-0.609;88607;25915627.0
2004-12-16;'000003;Ｂ股指数;80.48899999999999;81.083;80.293;81.042;-0.539;95622;31060982.0
2004-12-15;'000003;Ｂ股指数;81.028;81.092;80.40899999999999;80.743;0.33;99659;31588716.0
2004-12-14;'000003;Ｂ股指数;80.69800000000001;81.456;80.50399999999999;81.354;-0.532;86231;28468198.0
2004-12-13;'000003;Ｂ股指数;81.23;82.008;80.875;81.913;-0.886;122827;36448370.0
2004-12-10;'000003;Ｂ股指数;82.116;83.005;82.029;83.005;-0.89;98886;33460026.0
2004-12-09;'000003;Ｂ股指数;83.006;83.54;82.01799999999999;82.359;0.599;162700;49790035.0
2004-12-08;'000003;Ｂ股指数;82.40700000000001;82.845;82.15299999999999;82.47399999999999;0.208;107038;29560133.0
2004-12-07;'000003;Ｂ股指数;82.199;82.78;81.944;82.62299999999999;-0.247;86903;28147343.0
2004-12-06;'000003;Ｂ股指数;82.446;82.555;81.963;82.36399999999999;0.061;144209;45198205.0
2004-12-03;'000003;Ｂ股指数;82.385;82.64299999999999;81.775;81.775;0.674;168525;66762760.0
2004-12-02;'000003;Ｂ股指数;81.711;82.471;81.28399999999999;82.471;-0.69;157044;70306645.0
2004-12-01;'000003;Ｂ股指数;82.40100000000001;82.648;82.236;82.404;0.018;135464;60927163.0
2004-11-30;'000003;Ｂ股指数;82.383;82.522;81.795;81.795;0.203;89657;33789313.0
2004-11-29;'000003;Ｂ股指数;82.18;83.916;82.094;83.831;-1.646;125510;44835758.0
2004-11-26;'000003;Ｂ股指数;83.82600000000001;84.042;83.68299999999999;83.78399999999999;0.071;85883;30566229.0
2004-11-25;'000003;Ｂ股指数;83.755;83.943;83.39;83.883;-0.085;107963;31374931.0
2004-11-24;'000003;Ｂ股指数;83.84;85.01799999999999;83.745;84.805;-0.865;140754;45369958.0
2004-11-23;'000003;Ｂ股指数;84.705;84.959;84.374;84.87299999999999;-0.142;138599;46323127.0
2004-11-22;'000003;Ｂ股指数;84.84700000000001;85.199;84.62;84.62;0.273;171821;59100386.0
2004-11-19;'000003;Ｂ股指数;84.574;84.745;84.09;84.15799999999999;0.491;126842;41968295.0
2004-11-18;'000003;Ｂ股指数;84.083;84.331;83.68799999999999;84.094;-0.167;167813;61014761.0
2004-11-17;'000003;Ｂ股指数;84.25;85.229;83.977;85.166;-0.895;160115;48433153.0
2004-11-16;'000003;Ｂ股指数;85.145;85.56299999999999;84.816;85.259;0.022;259211;60548462.0
2004-11-15;'000003;Ｂ股指数;85.12299999999999;85.413;84.66;84.802;0.656;151333;55730141.0
2004-11-12;'000003;Ｂ股指数;84.46700000000001;84.861;83.961;84.25399999999999;0.212;158997;56019800.0
2004-11-11;'000003;Ｂ股指数;84.255;85.764;84.227;84.584;-0.236;377091;124968524.0
2004-11-10;'000003;Ｂ股指数;84.491;84.665;81.175;81.413;3.128;403202;135405058.0
2004-11-09;'000003;Ｂ股指数;81.363;81.52199999999999;80.657;80.657;0.636;116111;30451815.0
2004-11-08;'000003;Ｂ股指数;80.727;81.134;80.441;80.736;-0.641;113874;31276342.0
2004-11-05;'000003;Ｂ股指数;81.368;82.199;81.207;81.634;-0.202;126722;37919318.0
2004-11-04;'000003;Ｂ股指数;81.57;83.402;81.12;82.45700000000001;-1.147;165361;55976794.0
2004-11-03;'000003;Ｂ股指数;82.71700000000001;82.75;80.572;80.572;2.245;196423;63990753.0
2004-11-02;'000003;Ｂ股指数;80.472;80.751;79.348;80.062;0.23;239892;77701839.0
2004-11-01;'000003;Ｂ股指数;80.242;85.116;80.172;85.10600000000001;-4.849;344228;120090931.0
2004-10-29;'000003;Ｂ股指数;85.09100000000001;86.866;84.82;86.34;-2.234;295197;107186136.0
2004-10-28;'000003;Ｂ股指数;87.325;88.617;87.20700000000001;87.694;-0.286;236780;81866125.0
2004-10-27;'000003;Ｂ股指数;87.611;87.62299999999999;86.15299999999999;87.061;0.624;217106;79023691.0
2004-10-26;'000003;Ｂ股指数;86.98700000000001;87.01100000000001;85.21700000000001;86.26299999999999;0.745;215927;71554014.0
2004-10-25;'000003;Ｂ股指数;86.242;88.057;86.089;87.322;-0.934;261397;97186552.0
2004-10-22;'000003;Ｂ股指数;87.176;87.23200000000001;85.931;86.822;0.354;266359;103694046.0
2004-10-21;'000003;Ｂ股指数;86.822;88.209;86.49;87.615;-0.864;197608;76575753.0
2004-10-20;'000003;Ｂ股指数;87.686;88.43700000000001;86.92200000000001;88.415;-0.665;153373;59072437.0
2004-10-19;'000003;Ｂ股指数;88.351;89.74700000000001;88.19200000000001;88.20700000000001;0.335;214747;86310342.0
2004-10-18;'000003;Ｂ股指数;88.016;88.166;86.723;86.97200000000001;0.952;138320;55451146.0
2004-10-15;'000003;Ｂ股指数;87.064;88.206;86.774;87.2;-0.129;201688;72461286.0
2004-10-14;'000003;Ｂ股指数;87.193;90.59100000000001;87.036;90.59100000000001;-3.207;312876;122350927.0
2004-10-13;'000003;Ｂ股指数;90.4;91.958;90.113;91.44;-0.899;302346;115395797.0
2004-10-12;'000003;Ｂ股指数;91.29899999999999;93.939;91.189;93.939;-2.323;298698;123916403.0
2004-10-11;'000003;Ｂ股指数;93.62200000000001;95.162;93.37;94.68799999999999;-1.111;416423;189068680.0
2004-10-08;'000003;Ｂ股指数;94.73299999999999;94.80799999999999;91.495;92.34200000000001;2.778;224362;92794304.0
2004-09-30;'000003;Ｂ股指数;91.955;93.383;91.635;93.031;-1.132;200613;71588000.0
2004-09-29;'000003;Ｂ股指数;93.087;93.93700000000001;92.921;93.925;-0.667;133486;46710000.0
2004-09-28;'000003;Ｂ股指数;93.75399999999999;93.93700000000001;93.04299999999999;93.131;0.716;155285;59813000.0
2004-09-27;'000003;Ｂ股指数;93.038;95.21;92.708;93.899;-0.552;234107;92503000.0
2004-09-24;'000003;Ｂ股指数;93.59;96.67;93.59;95.787;-1.783;532539;211700000.0
2004-09-23;'000003;Ｂ股指数;95.37299999999999;95.417;92.538;93.03399999999999;2.301;288776;109070000.0
2004-09-22;'000003;Ｂ股指数;93.072;94.68700000000001;92.368;94.684;-1.844;385090;141438000.0
2004-09-21;'000003;Ｂ股指数;94.916;95.806;94.102;95.635;-0.376;494955;176290000.0
2004-09-20;'000003;Ｂ股指数;95.292;95.351;92.773;92.773;3.189;631938;222884000.0
2004-09-17;'000003;Ｂ股指数;92.103;92.12;89.81;90.337;1.878;416457;146148980.0
2004-09-16;'000003;Ｂ股指数;90.225;90.729;89.102;90.061;0.476;336568;123606000.0
2004-09-15;'000003;Ｂ股指数;89.749;90.323;85.10700000000001;85.155;4.684;598763;200684980.0
2004-09-14;'000003;Ｂ股指数;85.065;85.249;83.559;83.559;2.057;169481;57203000.0
2004-09-13;'000003;Ｂ股指数;83.008;84.667;82.969;84.667;-1.401;87073;30139000.0
2004-09-10;'000003;Ｂ股指数;84.40899999999999;85.302;84.09299999999999;85.302;-0.775;112617;42378000.0
2004-09-09;'000003;Ｂ股指数;85.184;86.611;84.986;86.611;-1.428;111895;39535000.0
2004-09-08;'000003;Ｂ股指数;86.61200000000001;86.745;86.24;86.60799999999999;0.055;47378;15930000.0
2004-09-07;'000003;Ｂ股指数;86.557;86.729;86.074;86.633;0.001;55308;18217000.0
2004-09-06;'000003;Ｂ股指数;86.556;86.821;86.361;86.821;-0.073;54649;19369000.0
2004-09-03;'000003;Ｂ股指数;86.62899999999999;87.109;86.43;86.935;-0.291;55463;19285000.0
2004-09-02;'000003;Ｂ股指数;86.92;86.94200000000001;85.685;86.619;0.613;82223;29125000.0
2004-09-01;'000003;Ｂ股指数;86.307;87.36200000000001;86.204;87.36200000000001;-0.771;55187;20030000.0
2004-08-31;'000003;Ｂ股指数;87.07799999999999;88.06299999999999;86.51100000000001;86.572;1.571;184381;62862000.0
2004-08-30;'000003;Ｂ股指数;85.507;85.569;84.774;85.069;0.516;50675;18586000.0
2004-08-27;'000003;Ｂ股指数;84.991;85.656;84.633;85.353;-0.263;78366;23704000.0
2004-08-26;'000003;Ｂ股指数;85.25399999999999;86.236;84.919;85.969;-0.528;72871;28574000.0
2004-08-25;'000003;Ｂ股指数;85.78200000000001;86.2;85.35;86.059;-0.012;63659;20349000.0
2004-08-24;'000003;Ｂ股指数;85.794;86.26899999999999;84.546;84.566;1.112;120858;39351000.0
2004-08-23;'000003;Ｂ股指数;84.682;86.147;84.50200000000001;86.146;-1.044;86834;31474000.0
2004-08-20;'000003;Ｂ股指数;85.726;86.272;84.54;85.884;-0.093;118805;43664000.0
2004-08-19;'000003;Ｂ股指数;85.819;87.21700000000001;85.4;87.185;-1.268;99932;36468000.0
2004-08-18;'000003;Ｂ股指数;87.087;87.666;86.965;87.20200000000001;0.132;70658;25044000.0
2004-08-17;'000003;Ｂ股指数;86.955;88.021;86.852;87.469;-0.36;124675;47449000.0
2004-08-16;'000003;Ｂ股指数;87.315;89.09100000000001;87.31299999999999;89.036;-1.556;129351;40987000.0
2004-08-13;'000003;Ｂ股指数;88.87100000000001;89.262;88.57;88.815;0.214;114903;37400000.0
2004-08-12;'000003;Ｂ股指数;88.65700000000001;89.51299999999999;88.204;89.50299999999999;-0.919;138859;47306000.0
2004-08-11;'000003;Ｂ股指数;89.57600000000001;90.60700000000001;89.40299999999999;90.15700000000001;-0.807;130505;48476000.0
2004-08-10;'000003;Ｂ股指数;90.383;90.946;90.25200000000001;90.616;-0.263;124696;41032000.0
2004-08-09;'000003;Ｂ股指数;90.646;91.34299999999999;90.493;91.34200000000001;-0.558;170409;48841000.0
2004-08-06;'000003;Ｂ股指数;91.204;91.646;90.859;91.18299999999999;-0.114;76156;28304000.0
2004-08-05;'000003;Ｂ股指数;91.318;91.917;91.17299999999999;91.889;-0.412;139441;50771000.0
2004-08-04;'000003;Ｂ股指数;91.73;92.48700000000001;89.867;89.98899999999999;1.821;280470;106992000.0
2004-08-03;'000003;Ｂ股指数;89.90899999999999;90.208;89.63799999999999;90.031;-0.034;123074;41227000.0
2004-08-02;'000003;Ｂ股指数;89.943;90.78399999999999;89.571;90.759;-0.67;71817;30316000.0
2004-07-30;'000003;Ｂ股指数;90.613;91.133;90.412;91.06;-0.34;99138;38688000.0
2004-07-29;'000003;Ｂ股指数;90.95299999999999;90.978;90.214;90.35700000000001;0.845;114776;42145000.0
2004-07-28;'000003;Ｂ股指数;90.10799999999999;90.571;89.318;89.719;0.598;90205;32336000.0
2004-07-27;'000003;Ｂ股指数;89.51;90.73899999999999;88.59;88.84200000000001;0.816;147260;53878000.0
2004-07-26;'000003;Ｂ股指数;88.694;89.833;88.05;89.83;-0.99;110673;40812000.0
2004-07-23;'000003;Ｂ股指数;89.684;89.715;88.984;89.521;0.02;153445;52716000.0
2004-07-22;'000003;Ｂ股指数;89.664;91.56299999999999;89.542;91.397;-1.851;200748;68202000.0
2004-07-21;'000003;Ｂ股指数;91.515;91.959;91.28;91.639;-0.008;147702;54249000.0
2004-07-20;'000003;Ｂ股指数;91.523;91.885;90.916;91.802;-0.151;181034;75818000.0
2004-07-19;'000003;Ｂ股指数;91.67399999999999;92.111;91.154;91.73;-0.039;169957;64537000.0
2004-07-16;'000003;Ｂ股指数;91.713;91.955;88.72399999999999;88.75200000000001;3.185;462340;179721000.0
2004-07-15;'000003;Ｂ股指数;88.52799999999999;88.95100000000001;87.493;87.53299999999999;1.111;154458;59236000.0
2004-07-14;'000003;Ｂ股指数;87.417;88.14299999999999;86.367;87.573;0.161;127946;44813000.0
2004-07-13;'000003;Ｂ股指数;87.256;87.51700000000001;86.18799999999999;86.258;0.976;106659;40333000.0
2004-07-12;'000003;Ｂ股指数;86.28;88.882;86.09700000000001;88.786;-2.468;152798;56236000.0
2004-07-09;'000003;Ｂ股指数;88.74799999999999;90.354;88.669;89.824;-1.408;96409;38453000.0
2004-07-08;'000003;Ｂ股指数;90.156;90.23299999999999;89.133;90.15;0.067;94655;37021000.0
2004-07-07;'000003;Ｂ股指数;90.089;91.21;89.736;91.21;-1.037;162459;68273000.0
2004-07-06;'000003;Ｂ股指数;91.126;91.648;90.336;90.34299999999999;0.794;230545;91913000.0
2004-07-05;'000003;Ｂ股指数;90.33200000000001;90.344;89.1;89.81200000000001;0.619;192237;81327000.0
2004-07-02;'000003;Ｂ股指数;89.713;90.088;88.985;89.875;0.033;146466;55696000.0
2004-07-01;'000003;Ｂ股指数;89.68;89.834;86.765;86.765;2.834;249425;90973990.0
2004-06-30;'000003;Ｂ股指数;86.846;88.49799999999999;86.681;88.486;-1.398;141580;60723000.0
2004-06-29;'000003;Ｂ股指数;88.244;88.25299999999999;86.27;86.756;1.87;139978;53058000.0
2004-06-28;'000003;Ｂ股指数;86.374;87.20100000000001;85.689;87.189;-0.506;102297;41313000.0
2004-06-25;'000003;Ｂ股指数;86.88;88.725;86.743;88.335;-1.129;150634;50989000.0
2004-06-24;'000003;Ｂ股指数;88.009;88.515;86.413;86.67;1.574;173282;58479000.0
2004-06-23;'000003;Ｂ股指数;86.435;87.23;85.505;87.204;-0.577;129724;44239000.0
2004-06-22;'000003;Ｂ股指数;87.012;87.449;84.744;84.985;2.754;228147;77659000.0
2004-06-21;'000003;Ｂ股指数;84.258;84.279;81.755;82.625;1.55;153791;49858000.0
2004-06-18;'000003;Ｂ股指数;82.708;85.509;82.22200000000001;85.505;-2.947;269280;87218990.0
2004-06-17;'000003;Ｂ股指数;85.655;88.51;85.522;87.76700000000001;-1.874;202525;74132000.0
2004-06-16;'000003;Ｂ股指数;87.529;88.67200000000001;86.167;87.663;0.346;199601;71979000.0
2004-06-15;'000003;Ｂ股指数;87.18299999999999;87.635;84.429;85.50200000000001;0.959;378349;133963000.0
2004-06-14;'000003;Ｂ股指数;86.22399999999999;94.089;86.073;94.074;-7.901;480492;185186000.0
2004-06-11;'000003;Ｂ股指数;94.125;97.56;94.052;95.374;-0.81;298657;133480000.0
2004-06-10;'000003;Ｂ股指数;94.935;97.008;94.552;96.71700000000001;-1.841;241643;98587000.0
2004-06-09;'000003;Ｂ股指数;96.77600000000001;98.87799999999999;96.62700000000001;98.815;-2.046;164893;73921000.0
2004-06-08;'000003;Ｂ股指数;98.822;99.56200000000001;98.40700000000001;99.266;-0.306;146694;63342000.0
